Abfahrt,Zugnr.,nach (Ankunft),Gleis
18:02,RE 3728,Senftenberg (an 19:41),1
18:16,RE 94737,Frankfurt(Oder) (an 19:18),
18:20,RE 18769,Berlin-Spandau (an 18:54),
18:20,RE 3129,Hennigsdorf(b Berlin) (an 19:23),2
18:41,RB 18328,Eberswalde Hbf (an 19:27),
18:42,RE 3128,Cottbus Hbf (an 19:55),1
18:44,RE 73744,Magdeburg Hbf (an 20:50),
18:44,RE 94744,Berlin Zoologischer Garten (an 19:07),
18:48,RB 61139,Oranienburg (an 19:21),
18:54,RB 94779,Frankfurt(Oder) (an 19:47),
18:54,RE 94779,Frankfurt(Oder) (an 19:47),
18:59,RE 3735,Dessau Hbf (an 20:53),2
19:02,RE 3730,Senftenberg (an 20:41),1
19:08 (+3),IC 2431,Cottbus Hbf (an 20:21),1
19:16,RB 94739,Frankfurt(Oder) (an 20:18),
19:16,RE 94739,Frankfurt(Oder) (an 20:18),
19:20,RE 3131,Berlin-Spandau (an 19:54),
19:41,RB 18330,Eberswalde Hbf (an 20:27),14
19:42,RE 3130,Cottbus Hbf (an 20:55),1
19:44,RE 73746,Magdeburg Hbf (an 21:50),
19:44,RE 94746,Berlin Zoologischer Garten (an 20:07),
19:48,RB 61141,Oranienburg (an 20:21),
19:53,RB 94781,Frankfurt(Oder) (an 20:43),
19:53,RE 94781,Frankfurt(Oder) (an 20:43),
19:59,RE 3737,Berlin-Wannsee (an 20:34),
20:02,RE 3732,Senftenberg (an 21:41),1
20:16,RE 94741,Frankfurt(Oder) (an 21:18),
20:20,RE 3133,Hennigsdorf(b Berlin) (an 21:23),2
20:22,RB 18333,Blankenfelde(Teltow-Fläming) (an 20:51),13
20:41,RB 18332,Eberswalde Hbf (an 21:27),
20:42,RE 3132,Cottbus Hbf (an 21:55),1
20:44,RE 73748,Magdeburg Hbf (an 22:50),
20:44,RE 94748,Berlin Zoologischer Garten (an 21:07),
20:48,RB 61133,Sachsenhausen(Nordb) (an 21:25),
20:54,RE 1,Magdeburg Hbf (an 23:55),
20:59,RE 3739,Dessau Hbf (an 22:53),2
21:02,RE 3734,Lübbenau(Spreewald) (an 22:04),1
21:20,RE 3135,Hennigsdorf(b Berlin) (an 22:25),2
21:38,RE 73790,Magdeburg Hbf (an 23:55),
21:38,RE 94790,Berlin Zoologischer Garten (an 22:01),
21:41,RB 18334,Eberswalde Hbf (an 22:27),
21:43,RE 3134,Cottbus Hbf (an 22:55),1
22:01,RB 91551,Berlin Hbf (an 22:16),
22:02,RE 3736,Lübben(Spreewald) (an 22:56),1
22:20,RE 3137,Berlin Zoologischer Garten (an 22:42),2
22:38,RB 94792,Berlin Hbf (an 22:53),
22:38,RE 73792,Brandenburg Hbf (an 23:54),
22:41,RB 18336,Eberswalde Hbf (an 23:27),14
22:46,RB 18237,Ludwigsfelde (an 23:24),13
23:10,RE 3136,Cottbus Hbf (an 00:40),1
23:19,RE 3139,Berlin-Charlottenburg (an 23:46),2
23:28,RB 21958,Berlin Hbf (an 23:44),
